,CellType
8005,Oligodendrocyte
8006,Oligodendrocyte
8007,Oligodendrocyte
8008,Oligodendrocyte
8009,Oligodendrocyte
8010,Oligodendrocyte
8011,Oligodendrocyte
8012,Oligodendrocyte
8013,Oligodendrocyte
8014,Oligodendrocyte
8015,Oligodendrocyte
8016,Oligodendrocyte
8017,Oligodendrocyte
8018,Oligodendrocyte
8019,Oligodendrocyte
8020,Oligodendrocyte
8021,Oligodendrocyte
8022,Oligodendrocyte
8023,Oligodendrocyte
8024,Oligodendrocyte
8025,Oligodendrocyte
8026,Oligodendrocyte
8027,Oligodendrocyte
8028,Oligodendrocyte
8029,Oligodendrocyte
8030,Oligodendrocyte
8031,Oligodendrocyte
8032,Oligodendrocyte
8033,Oligodendrocyte
8034,Oligodendrocyte
8035,Oligodendrocyte
8036,Oligodendrocyte
8037,Oligodendrocyte
8038,Oligodendrocyte
8039,Oligodendrocyte
8040,Oligodendrocyte
8041,Oligodendrocyte
8042,Oligodendrocyte
8043,Oligodendrocyte
8044,Oligodendrocyte
8045,Oligodendrocyte
8046,Oligodendrocyte
8047,Oligodendrocyte
8048,Oligodendrocyte
8049,Oligodendrocyte
8050,Oligodendrocyte
8051,Oligodendrocyte
8053,Oligodendrocyte
8054,Oligodendrocyte
8055,Oligodendrocyte
8056,Oligodendrocyte
8057,Oligodendrocyte
8058,Oligodendrocyte
8059,Oligodendrocyte
8060,Oligodendrocyte
8061,Oligodendrocyte
8062,Oligodendrocyte
8063,Oligodendrocyte
8064,Oligodendrocyte
8065,Oligodendrocyte
8066,Oligodendrocyte
8067,Oligodendrocyte
8068,Oligodendrocyte
8069,Oligodendrocyte
8070,Oligodendrocyte
8071,Oligodendrocyte
8072,Oligodendrocyte
8073,Oligodendrocyte
8074,Oligodendrocyte
8075,Oligodendrocyte
8076,Oligodendrocyte
8077,Oligodendrocyte
8078,Oligodendrocyte
8079,Oligodendrocyte
8080,Oligodendrocyte
8081,Oligodendrocyte
8082,Oligodendrocyte
8083,Oligodendrocyte
8084,Oligodendrocyte
8085,Oligodendrocyte
8086,Oligodendrocyte
8088,Oligodendrocyte
8089,Oligodendrocyte
8090,Oligodendrocyte
8091,Oligodendrocyte
8092,Oligodendrocyte
8093,Oligodendrocyte
8094,Oligodendrocyte
8095,Oligodendrocyte
8096,Oligodendrocyte
8097,Oligodendrocyte
8098,Oligodendrocyte
8099,Oligodendrocyte
8100,Oligodendrocyte
8101,Oligodendrocyte
8102,Oligodendrocyte
8103,Oligodendrocyte
8104,Oligodendrocyte
8105,Oligodendrocyte
8106,Oligodendrocyte
8107,Oligodendrocyte
8108,Oligodendrocyte
8109,Oligodendrocyte
8110,Oligodendrocyte
8111,Oligodendrocyte
8112,Oligodendrocyte
8113,Oligodendrocyte
8114,Oligodendrocyte
8115,Oligodendrocyte
8116,Oligodendrocyte
8117,Oligodendrocyte
8118,Oligodendrocyte
8119,Oligodendrocyte
8120,Oligodendrocyte
8121,Oligodendrocyte
8122,Oligodendrocyte
8123,Oligodendrocyte
8124,Oligodendrocyte
8125,Oligodendrocyte
8126,Oligodendrocyte
8127,Oligodendrocyte
8128,Oligodendrocyte
8129,Oligodendrocyte
8130,Oligodendrocyte
8131,Oligodendrocyte
8132,Oligodendrocyte
8133,Oligodendrocyte
8134,Oligodendrocyte
8135,Oligodendrocyte
8136,Oligodendrocyte
8137,Oligodendrocyte
8138,Oligodendrocyte
8139,Oligodendrocyte
8140,Oligodendrocyte
8141,Oligodendrocyte
8142,Oligodendrocyte
8143,Oligodendrocyte
8144,Oligodendrocyte
8145,Oligodendrocyte
8146,Oligodendrocyte
8147,Oligodendrocyte
8148,Oligodendrocyte
8149,Oligodendrocyte
8150,Oligodendrocyte
8151,Oligodendrocyte
8152,Oligodendrocyte
8153,Oligodendrocyte
8154,Oligodendrocyte
8155,Oligodendrocyte
8156,Oligodendrocyte
8157,Oligodendrocyte
8158,Oligodendrocyte
8159,Oligodendrocyte
8160,Oligodendrocyte
8161,Oligodendrocyte
8162,Oligodendrocyte
8164,Oligodendrocyte
8165,Oligodendrocyte
8166,Oligodendrocyte
8167,Oligodendrocyte
8169,Inhibitory neuron
8170,Inhibitory neuron
8171,Inhibitory neuron
8172,Inhibitory neuron
8173,Inhibitory neuron
8174,Inhibitory neuron
8175,Inhibitory neuron
8176,Inhibitory neuron
8177,Inhibitory neuron
8178,Inhibitory neuron
8179,Inhibitory neuron
8180,Inhibitory neuron
8181,Inhibitory neuron
8182,Inhibitory neuron
8183,Inhibitory neuron
8184,Inhibitory neuron
8185,Inhibitory neuron
8186,Inhibitory neuron
8187,Inhibitory neuron
8188,Microglia
8189,Inhibitory neuron
8190,Inhibitory neuron
8191,Inhibitory neuron
8192,Inhibitory neuron
8193,Inhibitory neuron
8194,Inhibitory neuron
8195,Inhibitory neuron
8196,Inhibitory neuron
8197,Inhibitory neuron
8198,Inhibitory neuron
8199,Inhibitory neuron
8200,Inhibitory neuron
8201,Inhibitory neuron
8202,Inhibitory neuron
8203,Inhibitory neuron
8204,Inhibitory neuron
8205,Inhibitory neuron
8206,Inhibitory neuron
8207,Inhibitory neuron
8208,Inhibitory neuron
8209,Inhibitory neuron
8210,Inhibitory neuron
8211,Inhibitory neuron
8212,Inhibitory neuron
8213,Excitatory neuron
8214,Inhibitory neuron
8215,Inhibitory neuron
8216,Inhibitory neuron
8217,Inhibitory neuron
8218,Inhibitory neuron
8219,Inhibitory neuron
8220,Inhibitory neuron
8221,Inhibitory neuron
8222,Inhibitory neuron
8223,Inhibitory neuron
8224,Inhibitory neuron
8225,Inhibitory neuron
8226,Inhibitory neuron
8227,Inhibitory neuron
8228,Inhibitory neuron
8229,Inhibitory neuron
8230,Inhibitory neuron
8231,Inhibitory neuron
8232,Inhibitory neuron
8233,Inhibitory neuron
8234,Inhibitory neuron
8235,Inhibitory neuron
8236,Inhibitory neuron
8237,Inhibitory neuron
8238,Inhibitory neuron
8239,Inhibitory neuron
8240,Inhibitory neuron
8241,Inhibitory neuron
8242,Inhibitory neuron
8243,Inhibitory neuron
8244,Inhibitory neuron
8245,Inhibitory neuron
8246,Inhibitory neuron
8247,Inhibitory neuron
8248,Inhibitory neuron
8249,Inhibitory neuron
8250,Inhibitory neuron
8251,Inhibitory neuron
8252,Inhibitory neuron
8253,Inhibitory neuron
8254,Inhibitory neuron
8255,Inhibitory neuron
8256,Inhibitory neuron
8257,Inhibitory neuron
8258,Inhibitory neuron
8259,Inhibitory neuron
8260,Inhibitory neuron
8261,Inhibitory neuron
8262,Inhibitory neuron
8263,Inhibitory neuron
8264,Inhibitory neuron
8265,Inhibitory neuron
8266,Inhibitory neuron
8267,Inhibitory neuron
8268,Inhibitory neuron
8269,Inhibitory neuron
8270,Inhibitory neuron
8271,Inhibitory neuron
8272,Inhibitory neuron
8273,Inhibitory neuron
8274,Inhibitory neuron
8275,Inhibitory neuron
8276,Inhibitory neuron
8277,Inhibitory neuron
8278,Inhibitory neuron
8279,Inhibitory neuron
8280,Inhibitory neuron
8281,Inhibitory neuron
8282,Inhibitory neuron
8283,Inhibitory neuron
8284,Inhibitory neuron
8285,Inhibitory neuron
8286,Inhibitory neuron
8287,Inhibitory neuron
8288,Inhibitory neuron
8289,Inhibitory neuron
8290,Inhibitory neuron
8291,Inhibitory neuron
8292,Inhibitory neuron
8293,Inhibitory neuron
8294,Inhibitory neuron
8295,Inhibitory neuron
8296,Inhibitory neuron
8297,Inhibitory neuron
8298,Inhibitory neuron
8299,Inhibitory neuron
8300,Inhibitory neuron
8301,Inhibitory neuron
8302,Inhibitory neuron
8303,Inhibitory neuron
8304,Inhibitory neuron
8305,Inhibitory neuron
8306,Excitatory neuron
8307,Inhibitory neuron
8308,Inhibitory neuron
8309,Inhibitory neuron
8310,Inhibitory neuron
8311,Inhibitory neuron
8312,Inhibitory neuron
8313,Inhibitory neuron
8314,Inhibitory neuron
8315,Inhibitory neuron
8316,Inhibitory neuron
8317,Inhibitory neuron
8318,Inhibitory neuron
8319,Inhibitory neuron
8320,Inhibitory neuron
8321,Inhibitory neuron
8322,Inhibitory neuron
8323,Inhibitory neuron
8324,Inhibitory neuron
8325,Inhibitory neuron
8326,Excitatory neuron
8327,Inhibitory neuron
8328,Inhibitory neuron
8329,Excitatory neuron
8330,Inhibitory neuron
8331,Inhibitory neuron
8332,Inhibitory neuron
8333,Inhibitory neuron
8334,Inhibitory neuron
8335,Inhibitory neuron
8336,Inhibitory neuron
8337,Inhibitory neuron
8338,Inhibitory neuron
8339,Inhibitory neuron
8340,Inhibitory neuron
8341,Inhibitory neuron
8342,Inhibitory neuron
8343,Excitatory neuron
8344,Inhibitory neuron
8345,Inhibitory neuron
8346,Inhibitory neuron
8347,Inhibitory neuron
8348,Inhibitory neuron
8349,Inhibitory neuron
8350,Inhibitory neuron
8351,Inhibitory neuron
8352,Inhibitory neuron
8353,Inhibitory neuron
8354,Inhibitory neuron
8355,Inhibitory neuron
8356,Inhibitory neuron
8357,Inhibitory neuron
8358,Inhibitory neuron
8359,Inhibitory neuron
8360,Inhibitory neuron
8361,Inhibitory neuron
8362,Inhibitory neuron
8363,Inhibitory neuron
8364,Excitatory neuron
8365,Inhibitory neuron
8366,Inhibitory neuron
8367,Inhibitory neuron
8368,Inhibitory neuron
8369,Inhibitory neuron
8370,Inhibitory neuron
8371,Excitatory neuron
8372,Inhibitory neuron
8373,Inhibitory neuron
8374,Inhibitory neuron
8375,Inhibitory neuron
8376,Inhibitory neuron
8377,Inhibitory neuron
8378,Inhibitory neuron
8379,Inhibitory neuron
8380,Inhibitory neuron
8381,Inhibitory neuron
8382,Inhibitory neuron
8383,Excitatory neuron
8384,Excitatory neuron
8385,Inhibitory neuron
8386,Inhibitory neuron
8387,Inhibitory neuron
8388,Excitatory neuron
8389,Excitatory neuron
8390,Inhibitory neuron
8391,Inhibitory neuron
8392,Inhibitory neuron
8393,Inhibitory neuron
8394,Inhibitory neuron
8395,Inhibitory neuron
8396,Inhibitory neuron
8397,Inhibitory neuron
8398,Inhibitory neuron
8399,Inhibitory neuron
8400,Inhibitory neuron
8401,Inhibitory neuron
8402,Inhibitory neuron
8403,Excitatory neuron
8404,Inhibitory neuron
8405,Inhibitory neuron
8406,Excitatory neuron
8407,Inhibitory neuron
8408,Inhibitory neuron
8409,Inhibitory neuron
8410,Inhibitory neuron
8411,Inhibitory neuron
8412,Inhibitory neuron
8413,Inhibitory neuron
8414,Inhibitory neuron
8415,Inhibitory neuron
8416,Inhibitory neuron
8417,Excitatory neuron
8418,Excitatory neuron
8419,Inhibitory neuron
8420,Inhibitory neuron
8421,Inhibitory neuron
8422,Inhibitory neuron
8423,Inhibitory neuron
8424,Inhibitory neuron
8425,Excitatory neuron
8426,Inhibitory neuron
8427,Inhibitory neuron
8428,Inhibitory neuron
8429,Inhibitory neuron
8430,Inhibitory neuron
8431,Inhibitory neuron
8432,Inhibitory neuron
8433,Inhibitory neuron
8434,Inhibitory neuron
8435,Inhibitory neuron
8436,Inhibitory neuron
8437,Inhibitory neuron
8438,Inhibitory neuron
8439,Excitatory neuron
8440,Inhibitory neuron
8441,Inhibitory neuron
8442,Excitatory neuron
8443,Inhibitory neuron
8444,Oligodendrocyte
8445,Inhibitory neuron
8446,Inhibitory neuron
8447,Inhibitory neuron
8448,Inhibitory neuron
8449,Inhibitory neuron
8450,Excitatory neuron
8451,Inhibitory neuron
8452,Inhibitory neuron
8453,Excitatory neuron
8454,Inhibitory neuron
8455,Inhibitory neuron
8456,Inhibitory neuron
8457,Inhibitory neuron
8458,Excitatory neuron
8459,Inhibitory neuron
8460,Inhibitory neuron
8461,Excitatory neuron
8462,Inhibitory neuron
8463,Inhibitory neuron
8464,Excitatory neuron
8465,Excitatory neuron
8466,Inhibitory neuron
8467,Excitatory neuron
8468,Inhibitory neuron
8469,Inhibitory neuron
8470,Inhibitory neuron
8471,Inhibitory neuron
8472,Excitatory neuron
8473,Inhibitory neuron
8474,Inhibitory neuron
8475,Inhibitory neuron
8476,Inhibitory neuron
8477,Inhibitory neuron
8478,Excitatory neuron
8479,Excitatory neuron
8480,Inhibitory neuron
8481,Inhibitory neuron
8482,Excitatory neuron
8483,Inhibitory neuron
8484,Excitatory neuron
8485,Inhibitory neuron
8486,Inhibitory neuron
8487,Inhibitory neuron
8488,Inhibitory neuron
8489,Inhibitory neuron
8490,Inhibitory neuron
8491,Inhibitory neuron
8492,Inhibitory neuron
8493,Inhibitory neuron
8494,Excitatory neuron
8495,Excitatory neuron
8496,Inhibitory neuron
8497,Excitatory neuron
8498,Inhibitory neuron
8499,Inhibitory neuron
8500,Excitatory neuron
8501,Inhibitory neuron
8502,Inhibitory neuron
8503,Inhibitory neuron
8504,Inhibitory neuron
8505,Excitatory neuron
8506,Excitatory neuron
8507,Inhibitory neuron
8508,Excitatory neuron
8509,Inhibitory neuron
8510,Excitatory neuron
8511,Inhibitory neuron
8512,Excitatory neuron
8513,Inhibitory neuron
8514,Excitatory neuron
8515,Excitatory neuron
8516,Inhibitory neuron
8517,Inhibitory neuron
8518,Excitatory neuron
8519,Excitatory neuron
8520,Excitatory neuron
8521,Excitatory neuron
8522,Inhibitory neuron
8523,Inhibitory neuron
8524,Inhibitory neuron
8525,Inhibitory neuron
8526,Inhibitory neuron
8527,Excitatory neuron
8528,Inhibitory neuron
8529,Inhibitory neuron
8530,Excitatory neuron
8531,Excitatory neuron
8532,Inhibitory neuron
8533,Inhibitory neuron
8534,Excitatory neuron
8535,Excitatory neuron
8536,Excitatory neuron
8537,Excitatory neuron
8538,Excitatory neuron
8539,Excitatory neuron
8540,Excitatory neuron
8541,Inhibitory neuron
8542,Inhibitory neuron
8543,Inhibitory neuron
8544,Inhibitory neuron
8545,Inhibitory neuron
8546,Excitatory neuron
8547,Excitatory neuron
8548,Excitatory neuron
8549,Excitatory neuron
8550,Inhibitory neuron
8551,Excitatory neuron
8552,Inhibitory neuron
8553,Inhibitory neuron
8554,Excitatory neuron
8555,Excitatory neuron
8556,Inhibitory neuron
8557,Inhibitory neuron
8558,Excitatory neuron
8559,Inhibitory neuron
8560,Oligodendrocyte
8561,Excitatory neuron
8562,Inhibitory neuron
8563,Inhibitory neuron
8564,Excitatory neuron
8565,Inhibitory neuron
8566,Excitatory neuron
8567,Inhibitory neuron
8568,Inhibitory neuron
8569,Inhibitory neuron
8570,Inhibitory neuron
8571,Excitatory neuron
8572,Inhibitory neuron
8573,Inhibitory neuron
8574,Inhibitory neuron
8575,Inhibitory neuron
8576,Excitatory neuron
8577,Inhibitory neuron
8578,Inhibitory neuron
8579,Inhibitory neuron
8580,Inhibitory neuron
8581,Inhibitory neuron
8582,Inhibitory neuron
8583,Inhibitory neuron
8584,Inhibitory neuron
8585,Inhibitory neuron
8586,Inhibitory neuron
8587,Inhibitory neuron
8588,Excitatory neuron
8589,Inhibitory neuron
8590,Inhibitory neuron
8591,Inhibitory neuron
8592,Inhibitory neuron
8593,Inhibitory neuron
8594,Inhibitory neuron
8595,Inhibitory neuron
8596,Excitatory neuron
8597,Excitatory neuron
8598,Inhibitory neuron
8599,Inhibitory neuron
8600,Excitatory neuron
8601,Excitatory neuron
8602,Inhibitory neuron
8603,Inhibitory neuron
8604,Inhibitory neuron
8605,Inhibitory neuron
8606,Inhibitory neuron
8607,Inhibitory neuron
8608,Inhibitory neuron
8609,Inhibitory neuron
8610,Inhibitory neuron
8611,Inhibitory neuron
8612,Inhibitory neuron
8613,Inhibitory neuron
8614,Inhibitory neuron
8615,Inhibitory neuron
8616,Inhibitory neuron
8617,Inhibitory neuron
8618,Inhibitory neuron
8619,Excitatory neuron
8620,Inhibitory neuron
8621,Excitatory neuron
8622,Inhibitory neuron
8623,Inhibitory neuron
8624,Inhibitory neuron
8625,Excitatory neuron
8626,Astrocyte
8627,Inhibitory neuron
8628,Excitatory neuron
8629,Excitatory neuron
8630,Inhibitory neuron
8631,Inhibitory neuron
8632,Inhibitory neuron
8633,Excitatory neuron
8634,Inhibitory neuron
8635,Inhibitory neuron
8636,Excitatory neuron
8637,Inhibitory neuron
8638,Inhibitory neuron
8639,Inhibitory neuron
8640,Inhibitory neuron
8641,Inhibitory neuron
8642,Excitatory neuron
8643,Inhibitory neuron
8644,Excitatory neuron
8645,Inhibitory neuron
8646,Excitatory neuron
8647,Inhibitory neuron
8648,Inhibitory neuron
8649,Inhibitory neuron
8650,Inhibitory neuron
8651,Excitatory neuron
8652,Excitatory neuron
8653,Inhibitory neuron
8654,Inhibitory neuron
8655,Excitatory neuron
8656,Excitatory neuron
8657,Inhibitory neuron
8658,Excitatory neuron
8659,Inhibitory neuron
8660,Inhibitory neuron
8661,Inhibitory neuron
8662,Inhibitory neuron
8663,Inhibitory neuron
8664,Inhibitory neuron
8665,Inhibitory neuron
8666,Excitatory neuron
8667,Inhibitory neuron
8668,Excitatory neuron
8669,Excitatory neuron
8670,Excitatory neuron
8671,Excitatory neuron
8672,Inhibitory neuron
8673,Excitatory neuron
8674,Inhibitory neuron
8675,Inhibitory neuron
8676,Inhibitory neuron
8677,Inhibitory neuron
8678,Astrocyte
8679,Astrocyte
8680,Astrocyte
8681,Astrocyte
8682,Astrocyte
8683,Astrocyte
8684,Astrocyte
8685,Astrocyte
8686,Astrocyte
8687,Astrocyte
8688,OPC
8689,Astrocyte
8690,Astrocyte
8691,Astrocyte
8692,Astrocyte
8693,Astrocyte
8694,Astrocyte
8695,Astrocyte
8696,Astrocyte
8697,Astrocyte
8698,Astrocyte
8699,Astrocyte
8700,Astrocyte
8701,Astrocyte
8702,Astrocyte
8703,Astrocyte
8704,Astrocyte
8705,Astrocyte
8706,Astrocyte
8707,Astrocyte
8708,Astrocyte
8709,Astrocyte
8710,Astrocyte
8711,Astrocyte
8712,Astrocyte
8713,Astrocyte
8714,Astrocyte
8715,Astrocyte
8716,Astrocyte
8717,Astrocyte
8718,Astrocyte
8719,Astrocyte
8720,Astrocyte
8721,Astrocyte
8722,Astrocyte
8723,Astrocyte
8724,Astrocyte
8725,Astrocyte
8726,Astrocyte
8727,Astrocyte
8728,Astrocyte
8729,Astrocyte
8730,Astrocyte
8731,Astrocyte
8732,Astrocyte
8733,Astrocyte
8734,Astrocyte
8735,Astrocyte
8736,Inhibitory neuron
8737,Astrocyte
8738,Astrocyte
8739,Astrocyte
8740,Astrocyte
8741,Astrocyte
8742,Astrocyte
8743,Astrocyte
8744,Astrocyte
8745,Astrocyte
8746,Astrocyte
8747,Astrocyte
8748,Astrocyte
8749,Astrocyte
8750,Astrocyte
8751,Excitatory neuron
8752,Excitatory neuron
8753,Excitatory neuron
8754,Excitatory neuron
8755,Excitatory neuron
8756,Excitatory neuron
8757,Excitatory neuron
8758,Excitatory neuron
8759,Excitatory neuron
8760,Excitatory neuron
8761,Excitatory neuron
8762,Excitatory neuron
8763,Excitatory neuron
8764,Excitatory neuron
8765,Excitatory neuron
8766,Excitatory neuron
8767,Excitatory neuron
8768,Excitatory neuron
8769,Excitatory neuron
8770,Excitatory neuron
8771,Excitatory neuron
8772,Excitatory neuron
8773,Excitatory neuron
8774,Excitatory neuron
8775,Excitatory neuron
8776,Excitatory neuron
8777,Excitatory neuron
8778,Excitatory neuron
8779,Excitatory neuron
8780,Excitatory neuron
8781,Excitatory neuron
8782,Excitatory neuron
8783,Excitatory neuron
8784,Excitatory neuron
8785,Excitatory neuron
8786,Excitatory neuron
8787,Excitatory neuron
8788,Excitatory neuron
8789,Excitatory neuron
8790,Excitatory neuron
8791,Excitatory neuron
8792,Excitatory neuron
8793,Excitatory neuron
8794,Excitatory neuron
8795,Excitatory neuron
8796,Excitatory neuron
8797,Astrocyte
8798,Excitatory neuron
8799,Excitatory neuron
8800,Excitatory neuron
8801,Oligodendrocyte
8802,Excitatory neuron
8803,Excitatory neuron
8804,Excitatory neuron
8805,Excitatory neuron
8806,Excitatory neuron
8807,Excitatory neuron
8808,Excitatory neuron
8809,Excitatory neuron
8810,Excitatory neuron
8811,Excitatory neuron
8812,Excitatory neuron
8813,Excitatory neuron
