,paul15_clusters,paul15_label,celltype,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
2482,3Ery,Ery,Ery,2,8,5,1,7,1,6,0,0
2483,12Baso,Baso,Baso,2,4,2,3,2,3,3,2,1
2484,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2485,10GMP,GMP,GMP,8,7,6,3,6,3,4,1,1
2486,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2487,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2488,13Baso,Baso,Baso,5,3,4,2,6,2,7,1,5
2489,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2490,14Mo,Mo,Mo,4,4,4,2,5,2,1,1,5
2491,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,4
2492,3Ery,Ery,Ery,2,1,5,1,7,1,6,0,0
2493,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2494,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2495,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2496,3Ery,Ery,Ery,2,8,5,1,7,1,6,0,0
2497,1Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2498,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2499,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2500,10GMP,GMP,GMP,8,1,6,3,6,3,4,1,1
2501,15Mo,Mo,Mo,5,2,1,2,5,2,1,1,5
2502,4Ery,Ery,Ery,1,5,5,1,7,1,6,0,0
2503,9GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2504,14Mo,Mo,Mo,4,11,4,2,6,2,7,1,5
2505,9GMP,GMP,GMP,8,1,6,2,6,3,7,1,1
2506,13Baso,Baso,Baso,8,3,6,3,6,3,4,1,1
2507,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2508,9GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2509,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
2510,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2511,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2512,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2513,6Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
2514,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2515,10GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2516,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2517,10GMP,GMP,GMP,8,7,6,2,6,3,7,1,1
2518,3Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2519,5Ery,Ery,Ery,2,5,5,1,7,1,6,0,0
2520,10GMP,GMP,GMP,6,6,6,3,2,3,4,2,1
2521,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2522,19Lymph,Lymph,Lymph,6,1,8,3,8,3,2,2,1
2523,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2524,4Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
2525,14Mo,Mo,Mo,3,9,1,2,6,2,7,1,5
2526,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2527,14Mo,Mo,Mo,3,11,4,2,6,2,7,1,5
2528,10GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2529,10GMP,GMP,GMP,8,3,6,3,2,3,4,2,1
2530,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2531,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2532,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2533,10GMP,GMP,GMP,8,7,6,3,6,3,4,1,1
2534,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,4
2535,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2536,14Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2537,5Ery,Ery,Ery,2,1,2,1,1,1,5,0,0
2538,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2539,9GMP,GMP,GMP,8,3,6,3,2,3,4,2,1
2540,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2541,14Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2542,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2543,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2544,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2545,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2546,5Ery,Ery,Ery,2,1,3,1,1,1,5,0,0
2547,7MEP,MEP,MEP,6,4,2,3,2,3,3,2,1
2548,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2549,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
2550,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2551,8Mk,Mk,Mk,6,6,7,3,2,3,4,2,1
2552,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2553,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2554,4Ery,Ery,Ery,2,10,5,1,7,1,6,0,0
2555,14Mo,Mo,Mo,3,9,1,2,5,2,1,1,5
2556,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2557,13Baso,Baso,Baso,7,1,1,2,6,2,7,1,5
2558,3Ery,Ery,Ery,1,8,5,1,1,1,6,0,0
2559,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2560,5Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
2561,13Baso,Baso,Baso,8,3,1,2,6,2,7,1,1
2562,3Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2563,6Ery,Ery,Ery,6,6,2,3,2,3,3,2,1
2564,8Mk,Mk,Mk,6,7,7,3,2,3,4,2,1
2565,6Ery,Ery,Ery,6,3,2,3,2,3,3,2,1
2566,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2567,2Ery,Ery,Ery,1,8,3,1,7,1,5,0,0
2568,5Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
2569,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2570,9GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2571,8Mk,Mk,Mk,6,3,7,3,2,3,4,2,1
2572,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2573,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2574,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2575,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2576,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2577,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2578,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2579,14Mo,Mo,Mo,3,4,1,2,6,2,7,1,5
2580,9GMP,GMP,GMP,6,1,7,3,2,3,4,2,1
2581,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2582,3Ery,Ery,Ery,2,8,5,1,7,1,6,0,0
2583,17Neu,Neu,Neu,6,1,6,3,2,3,4,2,1
2584,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2585,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2586,6Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2587,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2588,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2589,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2590,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2591,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2592,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
2593,15Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2594,14Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2595,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2596,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
2597,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2598,6Ery,Ery,Ery,2,5,2,1,1,1,5,0,1
2599,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2600,17Neu,Neu,Neu,6,6,6,3,2,3,4,2,1
2601,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2602,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2603,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
2604,10GMP,GMP,GMP,8,3,6,3,6,3,4,1,1
2605,10GMP,GMP,GMP,8,4,6,3,6,3,4,1,5
2606,6Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
2607,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2608,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2609,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2610,4Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
2611,8Mk,Mk,Mk,6,6,7,3,2,3,4,2,1
2612,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2613,13Baso,Baso,Baso,5,3,4,3,6,2,7,1,1
2614,13Baso,Baso,Baso,8,4,6,3,6,3,4,1,1
2615,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2616,10GMP,GMP,GMP,8,6,6,3,6,3,4,1,1
2617,10GMP,GMP,GMP,6,1,7,3,2,3,4,2,1
2618,10GMP,GMP,GMP,8,3,6,3,6,3,4,1,1
2619,2Ery,Ery,Ery,2,10,3,1,1,1,5,0,0
2620,11DC,DC,DC,6,6,9,3,3,3,2,2,1
2621,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2622,14Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
2623,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,0
2624,10GMP,GMP,GMP,8,6,6,3,6,3,4,1,1
2625,6Ery,Ery,Ery,2,3,2,1,1,1,5,0,1
2626,2Ery,Ery,Ery,1,8,3,1,7,1,5,0,0
2627,10GMP,GMP,GMP,8,11,1,2,6,2,7,1,1
2628,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2629,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2630,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
2631,19Lymph,Lymph,Lymph,6,7,8,3,8,3,2,2,1
2632,10GMP,GMP,GMP,8,3,6,3,6,3,4,1,1
2633,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2634,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2635,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,0
2636,7MEP,MEP,MEP,6,6,2,3,2,3,3,2,1
2637,4Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
2638,7MEP,MEP,MEP,6,7,7,3,2,3,4,2,1
2639,3Ery,Ery,Ery,2,3,5,1,7,1,6,0,0
2640,19Lymph,Lymph,Lymph,6,3,8,3,8,3,2,2,7
2641,13Baso,Baso,Baso,4,4,4,2,5,2,1,1,5
2642,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2643,13Baso,Baso,Baso,7,3,6,2,6,2,7,1,5
2644,3Ery,Ery,Ery,1,8,3,1,7,1,5,0,0
2645,1Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2646,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2647,8Mk,Mk,Mk,6,7,2,3,2,3,3,2,1
2648,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
2649,7MEP,MEP,MEP,6,4,2,3,2,3,3,2,1
2650,13Baso,Baso,Baso,8,11,6,3,2,3,4,2,1
2651,13Baso,Baso,Baso,8,11,1,2,6,2,7,1,1
2652,5Ery,Ery,Ery,2,5,3,1,1,1,5,0,0
2653,6Ery,Ery,Ery,6,5,2,3,2,3,3,2,1
2654,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2655,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2656,14Mo,Mo,Mo,3,11,1,2,5,2,1,1,5
2657,10GMP,GMP,GMP,6,7,2,3,2,3,3,2,1
2658,13Baso,Baso,Baso,3,6,1,2,6,2,7,1,5
2659,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2660,15Mo,Mo,Mo,4,2,4,2,5,2,1,1,5
2661,8Mk,Mk,Mk,6,3,7,3,2,3,4,2,1
2662,9GMP,GMP,GMP,8,3,6,3,6,3,4,1,1
2663,4Ery,Ery,Ery,2,1,2,1,1,1,5,0,1
2664,17Neu,Neu,Neu,6,6,6,3,2,3,4,2,1
2665,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2666,14Mo,Mo,Mo,3,3,1,2,6,2,7,1,5
2667,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2668,14Mo,Mo,Mo,4,4,4,2,6,2,7,1,5
2669,6Ery,Ery,Ery,2,3,2,1,1,1,5,0,0
2670,6Ery,Ery,Ery,2,6,2,3,2,3,3,2,1
2671,10GMP,GMP,GMP,8,7,6,3,6,3,4,1,1
2672,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2673,13Baso,Baso,Baso,7,11,1,2,6,2,7,1,5
2674,6Ery,Ery,Ery,6,1,2,3,2,3,3,2,1
2675,12Baso,Baso,Baso,8,4,6,3,2,3,4,2,1
2676,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2677,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2678,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2679,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2680,10GMP,GMP,GMP,8,6,1,2,6,2,7,1,5
2681,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2682,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2683,5Ery,Ery,Ery,2,10,2,1,1,1,5,0,0
2684,2Ery,Ery,Ery,1,8,3,1,1,1,5,0,0
2685,9GMP,GMP,GMP,8,1,6,3,2,3,4,2,1
2686,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2687,8Mk,Mk,Mk,6,1,2,3,2,3,3,2,1
2688,11DC,DC,DC,6,6,9,3,3,3,2,2,1
2689,13Baso,Baso,Baso,8,6,1,2,6,2,7,1,1
2690,10GMP,GMP,GMP,8,3,6,3,2,3,4,2,1
2691,5Ery,Ery,Ery,2,5,2,1,1,1,5,0,0
2692,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2693,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2694,9GMP,GMP,GMP,8,7,6,3,2,3,4,2,1
2695,14Mo,Mo,Mo,5,3,4,2,5,2,1,1,5
2696,13Baso,Baso,Baso,8,3,1,2,6,2,7,1,1
2697,14Mo,Mo,Mo,3,4,1,2,5,2,1,1,5
2698,15Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
2699,15Mo,Mo,Mo,4,3,4,2,5,2,1,1,5
2700,10GMP,GMP,GMP,8,6,6,3,6,3,4,1,1
2701,15Mo,Mo,Mo,4,9,4,2,5,2,1,1,5
2702,16Neu,Neu,Neu,4,2,4,2,5,2,1,1,5
2703,6Ery,Ery,Ery,2,1,2,3,1,1,3,0,1
2704,2Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
2705,13Baso,Baso,Baso,3,11,1,2,6,2,7,1,5
2706,5Ery,Ery,Ery,6,1,2,3,1,3,3,0,1
2707,7MEP,MEP,MEP,6,7,2,3,2,3,3,2,1
2708,19Lymph,Lymph,Lymph,6,11,8,3,8,3,2,2,1
2709,6Ery,Ery,Ery,2,6,2,3,2,3,3,2,1
2710,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2711,2Ery,Ery,Ery,1,10,3,1,1,1,5,0,0
2712,11DC,DC,DC,6,7,9,3,3,3,2,2,1
2713,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2714,13Baso,Baso,Baso,5,11,6,3,2,3,4,2,1
2715,2Ery,Ery,Ery,2,8,3,1,1,1,5,0,0
2716,14Mo,Mo,Mo,3,11,1,2,6,2,7,1,5
2717,13Baso,Baso,Baso,3,4,1,2,6,2,7,1,5
2718,8Mk,Mk,Mk,6,3,7,3,2,3,4,2,1
2719,13Baso,Baso,Baso,5,3,4,2,6,2,7,1,5
2720,7MEP,MEP,MEP,6,1,7,3,2,3,4,2,1
2721,10GMP,GMP,GMP,8,6,6,3,2,3,4,2,1
2722,10GMP,GMP,GMP,8,3,6,2,6,3,7,1,1
2723,14Mo,Mo,Mo,4,11,4,2,5,2,1,1,5
2724,16Neu,Neu,Neu,4,9,4,2,5,2,1,1,5
2725,2Ery,Ery,Ery,2,10,3,1,7,1,5,0,0
2726,13Baso,Baso,Baso,3,3,1,2,6,2,7,1,5
2727,7MEP,MEP,MEP,6,1,2,3,2,3,3,2,1
2728,15Mo,Mo,Mo,4,4,4,2,5,2,1,1,5
2729,3Ery,Ery,Ery,1,8,5,1,7,1,6,0,0
