,celltype,protocol,SC3,CIDR,Seurat,tsne,SIMLR,SAFE,SAME,ctec_db_labels,ctec_ob_labels
D17All1_51,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_60,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_63,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_66,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_70,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_71,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_75,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_81,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_82,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_83,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_87,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_90,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_91,beta,celseq,4,1,3,2,4,7,4,1,3
D17All1_95,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_2,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_7,beta,celseq,4,1,3,2,8,7,4,1,3
D17All2_10,beta,celseq,4,1,1,2,4,7,4,1,3
D17All2_12,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_13,beta,celseq,4,1,7,6,4,7,5,1,3
D17All2_20,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_21,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_22,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_25,beta,celseq,4,1,3,11,4,7,4,1,3
D17All2_26,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_30,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_31,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_34,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_35,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_36,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_41,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_55,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_56,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_57,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_65,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_68,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_69,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_87,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_90,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_94,beta,celseq,4,1,3,2,4,7,4,1,3
D17All2_95,beta,celseq,4,1,3,2,4,7,4,1,3
D17TGFB_68,beta,celseq,4,1,3,2,4,7,4,1,3
D2ex_39,beta,celseq,4,1,3,2,4,7,4,1,3
D2ex_43,beta,celseq,4,1,3,2,4,7,4,1,3
D2ex_78,beta,celseq,4,1,3,2,4,7,4,1,3
D3en1_63,beta,celseq,2,3,5,7,10,1,2,3,1
D3en1_69,beta,celseq,4,1,3,2,4,7,4,1,3
D3en3_51,beta,celseq,4,1,3,2,4,7,4,1,3
D3en4_56,beta,celseq,4,1,3,2,4,7,4,1,3
D3ex_66,beta,celseq,4,1,7,2,4,7,4,1,3
D71_4,beta,celseq,4,1,3,2,4,7,4,1,3
D71_9,beta,celseq,4,1,3,2,4,7,4,1,3
D71_15,beta,celseq,4,1,3,2,4,7,4,1,3
D71_19,beta,celseq,4,1,3,2,4,7,4,1,3
D71_21,beta,celseq,4,1,3,2,4,7,4,1,3
D71_26,beta,celseq,4,1,3,2,4,7,4,1,3
D71_29,beta,celseq,4,1,3,2,4,7,4,1,3
D71_30,beta,celseq,4,1,3,2,4,7,4,1,3
D71_36,beta,celseq,4,1,3,2,4,7,4,1,3
D71_38,beta,celseq,4,1,3,2,4,7,4,1,3
D71_42,beta,celseq,4,1,3,2,4,7,4,1,3
D71_49,beta,celseq,4,1,3,2,4,7,4,1,3
D71_51,beta,celseq,4,1,7,6,4,7,5,1,3
D71_54,beta,celseq,4,1,3,2,4,7,4,1,3
D71_55,beta,celseq,4,1,3,2,4,7,4,1,3
D71_57,beta,celseq,4,1,3,2,4,7,4,1,3
D71_61,beta,celseq,4,1,3,2,4,7,4,1,3
D71_62,beta,celseq,4,1,3,2,4,7,4,1,3
D71_63,beta,celseq,4,1,3,2,4,7,4,1,3
D71_82,beta,celseq,4,1,3,2,4,7,4,1,3
D71_83,beta,celseq,4,1,3,2,4,7,4,1,3
D71_84,beta,celseq,4,1,3,2,4,7,4,1,3
D71_86,beta,celseq,4,1,3,2,4,7,4,1,3
D72_41,beta,celseq,4,1,3,2,4,7,4,1,3
D72_42,beta,celseq,4,1,3,2,4,7,4,1,3
D72_55,beta,celseq,4,1,3,2,4,7,4,1,3
D72_81,beta,celseq,4,1,7,6,4,7,5,1,3
D72_84,beta,celseq,4,1,3,2,4,7,4,1,3
D72_96,beta,celseq,4,1,7,2,4,7,4,1,3
D73_4,beta,celseq,4,1,3,2,4,7,4,1,3
D73_9,beta,celseq,4,1,3,2,4,7,4,1,3
D73_12,beta,celseq,4,1,3,2,4,7,4,1,3
D73_21,beta,celseq,4,1,3,2,4,7,4,1,3
D73_22,beta,celseq,4,1,3,2,4,7,4,1,3
D73_28,beta,celseq,4,1,3,2,4,7,4,1,3
D73_42,beta,celseq,4,1,3,2,8,7,4,1,3
D73_45,beta,celseq,4,1,3,2,4,7,4,1,3
D73_55,beta,celseq,4,1,3,2,4,7,4,1,3
D73_61,beta,celseq,4,1,3,2,4,7,4,1,3
D73_62,beta,celseq,4,1,3,2,4,7,4,1,3
D73_67,beta,celseq,4,1,7,2,4,7,4,1,3
D73_72,beta,celseq,4,1,3,2,4,7,4,1,3
D73_76,beta,celseq,4,1,3,2,4,7,4,1,3
D73_85,beta,celseq,4,1,3,2,4,7,4,1,3
D73_87,beta,celseq,4,1,3,2,4,7,4,1,3
D73_91,beta,celseq,4,1,3,2,4,7,4,1,3
D73_92,beta,celseq,4,1,3,2,4,7,4,1,3
D74_1,beta,celseq,4,1,3,2,4,7,4,1,3
D74_2,beta,celseq,4,1,3,2,4,7,4,1,3
D74_3,beta,celseq,4,1,3,2,4,7,4,1,3
D74_5,beta,celseq,4,1,3,2,4,7,4,1,3
D74_10,beta,celseq,4,1,3,2,4,7,4,1,3
D74_16,beta,celseq,4,1,3,2,4,7,4,1,3
D74_21,beta,celseq,4,1,3,2,4,7,4,1,3
D74_33,beta,celseq,4,1,3,2,4,7,4,1,3
D74_35,beta,celseq,4,1,3,2,4,7,4,1,3
D74_36,beta,celseq,4,1,3,2,4,7,4,1,3
D74_49,beta,celseq,4,1,3,2,4,7,4,1,3
D74_51,beta,celseq,4,1,3,2,4,7,4,1,3
D74_53,beta,celseq,4,1,3,2,4,7,4,1,3
D74_61,beta,celseq,4,1,3,2,4,7,4,1,3
D74_65,beta,celseq,4,1,3,2,4,7,4,1,3
D74_77,beta,celseq,4,1,3,2,4,7,4,1,3
D74_82,beta,celseq,4,1,3,2,4,7,4,1,3
D74_83,beta,celseq,4,1,3,2,4,7,4,1,3
D74_86,beta,celseq,4,1,3,2,4,7,4,1,3
D74_92,beta,celseq,4,1,3,2,4,7,4,1,3
D28-1_4,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-1_43,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-2_38,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-2_73,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-3_6,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-3_27,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-3_30,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-3_37,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-3_41,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-3_89,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-4_31,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-4_77,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-4_88,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-5_1,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-5_5,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-5_73,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-6_3,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-6_53,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-6_86,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-6_87,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-7_40,beta,celseq2,4,3,5,2,10,7,13,1,1
D28-8_4,beta,celseq2,2,3,5,7,10,1,2,3,1
D28-8_29,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-8_85,beta,celseq2,4,1,3,2,4,7,4,1,3
D28-8_88,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_8,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_21,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_24,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_36,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_40,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_48,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_52,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_53,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_70,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_75,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_77,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_78,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_79,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_81,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_82,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_84,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_88,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_92,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-1_94,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_5,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_11,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_18,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_20,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_24,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_26,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_27,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_30,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_50,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_53,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_54,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_56,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_60,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_62,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_66,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_70,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_72,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_79,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_80,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_81,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-2_89,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_5,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_7,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_21,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_23,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_24,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_28,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_36,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_37,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_39,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_48,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_51,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_52,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_59,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_61,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_64,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_78,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_83,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_86,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_87,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-3_94,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_19,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_23,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_27,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_31,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_39,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_42,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_44,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_52,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_59,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_63,beta,celseq2,4,1,3,10,8,7,8,1,3
D29-4_67,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_73,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_79,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_88,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_92,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-4_94,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_10,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_12,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_14,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_20,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_21,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_22,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_23,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_30,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_34,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_37,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_40,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_48,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_52,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_53,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_55,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_58,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_60,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_61,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_62,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_63,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_69,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_70,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_86,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-5_91,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_3,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_16,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_28,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_32,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_39,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_43,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_50,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_56,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_59,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_62,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_67,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_70,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_72,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_77,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_79,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-6_80,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_2,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_3,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_12,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_14,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_17,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_31,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_37,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_39,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_41,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_42,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_45,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_48,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_52,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_58,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_62,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_68,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_69,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_74,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_75,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_86,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-7_87,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_8,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_11,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_12,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_23,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_34,beta,celseq2,4,1,7,2,4,7,4,1,3
D29-8_49,beta,celseq2,4,1,7,2,4,7,4,1,3
D29-8_50,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_74,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_87,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_90,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_91,beta,celseq2,4,1,3,2,4,7,4,1,3
D29-8_94,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_14,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_20,beta,celseq2,4,1,10,10,8,3,8,1,3
D30-1_26,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_32,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_33,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_39,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_41,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_45,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_51,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_53,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_57,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_65,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_67,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_69,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_74,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_85,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_89,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_93,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-1_94,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_7,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_30,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_32,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_33,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_44,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_46,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_48,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_57,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_61,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_71,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_83,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-2_87,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_3,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_9,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_10,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_13,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_14,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_36,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_38,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_51,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_52,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_53,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_55,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_58,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_67,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_71,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_77,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_78,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_81,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-3_89,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_1,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_2,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_8,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_9,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_15,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_33,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_34,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_48,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_61,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_67,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_71,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_76,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_79,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_83,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-4_90,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-5_7,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-5_21,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-5_32,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-5_40,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-5_49,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-5_56,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-5_57,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-5_69,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_11,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_14,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_15,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_18,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_21,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_38,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_47,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_54,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_56,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_59,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_60,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_68,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_76,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_79,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-6_94,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_3,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_4,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_21,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_22,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_23,beta,celseq2,4,1,10,10,8,3,8,1,3
D30-7_44,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_48,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_54,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_56,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_62,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_63,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_70,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_76,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_79,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_80,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_82,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-7_94,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_6,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_12,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_14,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_17,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_27,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_35,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_45,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_46,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_49,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_51,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_59,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_62,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_68,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_73,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_74,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_80,beta,celseq2,4,1,3,2,4,7,4,1,3
D30-8_85,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_1,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_10,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_14,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_20,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_26,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_28,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_29,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_34,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_39,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_47,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_53,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_54,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_56,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_63,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_68,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_73,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_74,beta,celseq2,4,1,3,2,4,7,4,1,3
D31-1_86,beta,celseq2,4,1,3,2,4,7,4,1,3
